gid,animal,id,time,x,y,geom,label
227,767,228,13214.7520023148,1231956.74120664,5781387.28891283,0101000020110F0000E6B7BFBD54CC32413D8C7DD2E20D5641,3
228,767,229,13215.0006134259,1231856.06385916,5781663.66188519,0101000020110F0000EC125910F0CB3241B3535CEA270E5641,3
229,767,230,13215.2510069444,1231854.53878214,5781614.37762548,0101000020110F000057A0ED89EECB324110042B981B0E5641,3
230,767,231,13215.7512847222,1231525.16667278,5781454.490154,0101000020110F00003B11AB2AA5CA3241E2AE5E9FF30D5641,3
231,767,232,13216.0012731481,1231168.58807987,5781204.10280741,0101000020110F000001678C9640C9324188659406B50D5641,3
232,767,233,13216.2521296296,1231147.54869611,5781261.59046289,0101000020110F00002859778C2BC93241DD24CA65C30D5641,3
233,767,234,13217.000625,1231350.67337096,5781263.14505479,0101000020110F00000B0A62ACF6C93241E39348C9C30D5641,3
234,767,235,13217.2520486111,1231298.49792563,5781455.56396761,0101000020110F0000D90D787FC2C932419A0B18E4F30D5641,3
235,767,236,13217.50125,1231298.23075885,5781418.95821559,0101000020110F00001203133BC2C932417B6753BDEA0D5641,3
236,767,237,13217.7513194444,1231561.94663254,5781612.96721818,0101000020110F0000998256F2C9CA324115E7E63D1B0E5641,3
237,767,238,13218.0019097222,1231412.25531327,5781540.79633493,0101000020110F0000E1355C4134CA3241C826F732090E5641,3
238,767,239,13218.2517708333,1231243.1944026002,5781167.83465116,0101000020110F00006A5EC4318BC93241B3EC6AF5AB0D5641,3
239,767,240,13218.5021064815,1231341.51177687,5781178.04356922,0101000020110F000017CF0383EDC932418ED6C982AE0D5641,3
240,767,241,13219.0012731481,1231654.01898338,5781842.16134918,0101000020110F00004418DC0426CB3241838B538A540E5641,3
241,767,242,13219.750625,1231745.05606294,5781210.19292332,0101000020110F00000E245A0E81CB32410EDB588CB60D5641,3
242,767,243,13220.0021527778,1231244.14061827,5781079.19224766,0101000020110F0000178FFF238CC9324121C94DCC950D5641,3
243,767,244,13220.2521643519,1231320.07164294,5781009.97454156,0101000020110F000014315712D8C9324190E35E7E840D5641,3
244,767,245,13220.5016898148,1231373.17104005,5781244.50599665,0101000020110F0000DD47C92B0DCA3241C63F6220BF0D5641,3
245,767,246,13221.0016435185,1231225.39441602,5781098.10340744,0101000020110F0000C372F86479C932413D3A9E869A0D5641,3
246,767,247,13221.5014930556,1231587.88407389,5781248.0158421,0101000020110F00009DAA52E2E3CA3241958E0301C00D5641,3
247,767,248,13222.0019328704,1231310.53156258,5780991.80077637,0101000020110F0000397C1488CEC9324188EB3FF37F0D5641,3
248,767,249,13222.7516666667,1231845.87812576,5781266.86325508,0101000020110F00008DD9CCE0E5CB32413C923FB7C40D5641,3
249,767,250,13223.002037037,1231933.27505798,5781533.82449525,0101000020110F000025336A463DCC3241BA87C474070E5641,3
250,767,251,13224.2512847222,1231883.23694687,5781589.95196709,0101000020110F0000D28CA83C0BCC32416007ED7C150E5641,3
251,767,252,13224.5019444444,1231785.14221158,5781407.00207889,0101000020110F000065FA6724A9CB32417F0F22C0E70D5641,3
252,767,253,13225.0021180556,1231526.30213159,5781992.29473068,0101000020110F0000F27E584DA6CA324112DEDC127A0E5641,3
253,767,254,13225.5015856481,1231743.70909711,5781036.04931207,0101000020110F0000616387B57FCB3241D0ED27038B0D5641,3
254,767,255,13225.7513194444,1231176.61421516,5780707.46793565,0101000020110F000069343D9D48C932415EA8F2DD380D5641,0
255,767,256,13226.2518287037,1231471.08766415,5781345.29841257,0101000020110F0000612871166FCA324109311953D80D5641,3
256,767,257,13226.5021527778,1231622.19274096,5781433.28636848,0101000020110F0000B878573106CB324176DC5352EE0D5641,3
257,767,258,13226.7521759259,1231859.30325635,5781392.68999543,0101000020110F00004A35A24DF3CB324198E2282CE40D5641,3
258,767,259,13227.0020138889,1231896.68434136,5781699.48329955,0101000020110F0000D1FE30AF18CC32413C61EEDE300E5641,3
259,767,260,13227.252037037,1231244.95325056,5782111.1113891,0101000020110F00008C3A08F48CC93241BFFF20C7970E5641,0
260,767,261,13227.5020949074,1231587.38313619,5781711.05516993,0101000020110F00009E361562E3CA324175E787C3330E5641,3
261,767,262,13227.7511805556,1231616.10356481,5781505.74486542,0101000020110F00003039831A00CB324103E0AB6F000E5641,3
262,767,263,13228.0006365741,1231607.39838063,5781504.63899141,0101000020110F0000E145FC65F7CA32413A3CE528000E5641,3
263,767,264,13228.5010532407,1231402.81542045,5781173.95679527,0101000020110F00000565BFD02ACA32413A223C7DAD0D5641,3
264,767,265,13229.2512962963,1231872.19405338,5781209.32748554,0101000020110F0000797BAD3100CC3241E985F554B60D5641,3
265,767,266,13229.5006365741,1231654.08577507,5781436.1391802,0101000020110F0000E05AF51526CB32411254E808EF0D5641,3
266,767,267,13229.7512962963,1231659.99684003,5781440.35429135,0101000020110F000080E830FF2BCB3241A0B5AC16F00D5641,3
267,767,268,13230.0007291667,1231610.49306247,5781497.25047437,0101000020110F00009057397EFACA3241A7C50750FE0D5641,3
268,767,269,13230.2521759259,1231623.18348443,5781482.44140454,0101000020110F0000EAD5F82E07CB3241D4F83F9CFA0D5641,3
269,767,270,13230.5021875,1231625.05365187,5781149.772748,0101000020110F00000321BC0D09CB324107B47471A70D5641,3
270,767,271,13231.7515046296,1231389.80217198,5781077.06073811,0101000020110F000094245BCD1DCA32411922E343950D5641,3
271,767,272,13232.5007175926,1231951.75409345,5781063.66268982,0101000020110F0000B2440CC14FCC3241908269EA910D5641,0
272,767,273,13233.0012962963,1231697.35566114,5781412.51536244,0101000020110F0000C59B0C5B51CB3241BEB2FB20E90D5641,3
273,767,274,13233.2513888889,1231708.23157539,5781444.07256596,0101000020110F00005786483B5CCB3241B2EBA404F10D5641,3
274,767,275,13233.501724537,1231528.06097954,5781377.88110026,0101000020110F0000EA5A9C0FA8CA324158F26378E00D5641,3
275,767,276,13234.2516435185,1231620.36710131,5781713.52341016,0101000020110F0000F959FA5D04CB3241548D7F61340E5641,3
276,767,277,13235.0013541667,1231445.89606339,5781722.06609109,0101000020110F00000B6964E555CA324120D63A84360E5641,3
277,767,278,13235.2512268519,1231508.83610348,5781691.75804269,0101000020110F0000AFE00AD694CA32417DC583F02E0E5641,3
278,767,279,13235.5020833333,1231551.25996142,5781735.28883107,0101000020110F0000E5D48C42BFCA324150357CD2390E5641,3
279,767,280,13235.7515856481,1231528.91813962,5781763.08069068,0101000020110F0000B9320BEBA8CA32413E092AC5400E5641,3
280,767,281,13236.2511805556,1231579.9024664,5781690.86050291,0101000020110F0000BA0908E7DBCA3241CC7A12B72E0E5641,3
281,767,282,13236.5016435185,1231596.8007651002,5781688.74487379,0101000020110F00000DF1FECCECCA32411E03AC2F2E0E5641,3
282,767,283,13236.7519791667,1231525.66761049,5781723.26815755,0101000020110F00006585E8AAA5CA3241497E29D1360E5641,3
283,767,284,13237.000625,1231576.16213151,5781729.10218906,0101000020110F00005D738129D8CA3241FC438A46380E5641,3
284,767,285,13237.2515972222,1231530.66585563,5781697.70424603,0101000020110F0000BB8375AAAACA3241F15D126D300E5641,3
285,767,286,13238.2512384259,1231533.48223874,5781424.56766866,0101000020110F000081FF737BADCA3241EEAE5424EC0D5641,3
286,767,287,13239.1679861111,1231449.01300913,5781486.720646201,0101000020110F0000FC90540359CA32413E111FAEFB0D5641,3
287,767,288,13239.3349189815,1231579.95812615,5781333.45456315,0101000020110F000060C147F5DBCA32410A90175DD50D5641,3
288,767,289,13239.6686574074,1231691.37780448,5781229.05628256,0101000020110F00005ECBB7604BCB32412B229A43BB0D5641,3
289,767,290,13239.8351967593,1231364.52151562,5781120.66864072,0101000020110F0000340C828504CA32417202CB2AA00D5641,0
290,767,291,13240.1672106481,1231608.52270749,5781496.41706286,0101000020110F00007728D085F8CA32416C28B11AFE0D5641,3
291,767,292,13240.3345717593,1231482.19734933,5781431.41120621,0101000020110F0000567C85327ACA3241DA3351DAED0D5641,3
292,767,293,13240.6688194444,1232183.66598862,5781514.12707437,0101000020110F0000EE3A7EAA37CD32418AFC2188020E5641,3
293,767,294,13240.8346180556,1231695.99756335,5782379.95738758,0101000020110F0000CC4F60FF4FCB32418ED645FDDA0E5641,0
294,767,295,13241.668275463,1231922.94460923,5781550.36459279,0101000020110F000016E9D1F132CC3241FF7C55970B0E5641,3
295,767,296,13241.8354513889,1231852.16767699,5781290.29436348,0101000020110F000014E1EC2AECCB3241ECD9D692CA0D5641,3
296,767,297,13242.1683333333,1231689.77480382,5781771.68752993,0101000020110F00000C8B59C649CB3241897D00EC420E5641,3
297,767,298,13242.3339583333,1231540.46197082,5781184.99910255,0101000020110F00003CB84376B4CA3241D24BF13FB00D5641,3
298,767,299,13242.6680787037,1231747.90584191,5781173.4599719,0101000020110F00006341E5E783CB3241FB2D705DAD0D5641,3
299,767,300,13243.0021527778,1231466.76846791,5781590.89757859,0101000020110F00001D50BAC46ACA324178ED71B9150E5641,3
300,767,301,13243.1672800926,1231434.46355168,5781475.82220709,0101000020110F0000AA52AB764ACA32417D0A9FF4F80D5641,3
301,767,302,13243.3339699074,1231427.86230588,5781464.66734798,0101000020110F00000214C0DC43CA32414DD4B52AF60D5641,3
302,767,303,13243.6679976852,1231606.16273428,5781472.66486767,0101000020110F00002BF4A829F6CA324121318D2AF80D5641,3
303,767,304,13244.6681712963,1231795.1943616,5781588.71786409,0101000020110F00008CAEC131B3CB3241397CF12D150E5641,3
304,767,305,13245.1676273148,1231718.12787812,5781762.29533705,0101000020110F0000D79EBC2066CB32415FCDE692400E5641,3
305,767,306,13245.334224537,1231705.93839388,5781194.903535,0101000020110F0000D1943AF059CB32417784D3B9B20D5641,3
306,767,307,13245.667974537,1231845.9115216,5781315.64875164,0101000020110F0000C67A59E9E5CB3241992585E9D00D5641,3
307,767,308,13247.0013194444,1231435.16486447,5781672.62123208,0101000020110F0000D38E342A4BCA32413344C2272A0E5641,3
308,767,309,13247.5020949074,1231922.97800508,5781495.45543429,0101000020110F00007A8A5EFA32CC3241DDD525DDFD0D5641,3
309,767,310,13247.8353935185,1231696.71000809,5781670.5857446,0101000020110F00001617C3B550CB3241EBD67CA5290E5641,3
310,767,311,13248.0017476852,1231697.90112665,5781745.46634741,0101000020110F0000733CB0E651CB3241CFA2D85D3C0E5641,3
311,767,312,13248.3355208333,1231570.81879595,5781368.77780901,0101000020110F0000839C9CD1D2CA3241719FC731DE0D5641,3
312,767,313,13248.8352662037,1231523.34103313,5781699.67562969,0101000020110F00007CF24D57A3CA324150843DEB300E5641,3
313,767,314,13249.0007986111,1231546.57341086,5781749.02447398,0101000020110F0000DB0DCB92BACA324150FB90413D0E5641,3
314,767,315,13249.6688078704,1231894.48021544,5781806.93238338,0101000020110F00002A66EF7A16CC3241572BACBB4B0E5641,3
315,767,316,13249.834537037,1231933.18600239,5781647.28185043,0101000020110F000046DA9D2F3DCC324163D609D2230E5641,3
316,767,317,13250.335,1231903.64180953,5781447.51838219,0101000020110F00001EA14DA41FCC32417E2C2DE1F10D5641,3
317,767,318,13250.667962963,1231639.06877576,5781428.35004473,0101000020110F0000C8499B1117CB324103226716ED0D5641,3
318,767,319,13250.8354282407,1231966.94920394,5781384.35598212,0101000020110F00008807FFF25ECC32413B69C816E20D5641,3
319,767,320,13251.0015972222,1231727.4898472999,5781820.66813728,0101000020110F0000F5A1667D6FCB3241DEC2C22A4F0E5641,3
320,767,321,13251.168275463,1231627.34683338,5781847.37037557,0101000020110F00008812CA580BCB3241BC3BB4D7550E5641,3
321,767,322,13251.6683217593,1231273.12821368,5781194.24644448,0101000020110F00009A9CD220A9C9324111BFC58FB20D5641,0
322,767,323,13251.8346180556,1231542.88873571,5781528.53551708,0101000020110F0000F92E84E3B6CA32416EE94522060E5641,3
323,767,324,13252.3349421296,1231709.31137445,5781751.74916647,0101000020110F0000683CB64F5DCB3241EC57F2EF3D0E5641,3
324,767,325,13252.835462963,1231859.67061067,5781420.35256502,0101000020110F00001024ADABF3CB3241E06C9016EB0D5641,3
325,767,326,13253.1686921296,1231677.42947229,5781660.68078072,0101000020110F000060E5F16D3DCB32414CE9912B270E5641,3
326,767,327,13253.3341666667,1231775.81363825,5781190.22376942,0101000020110F0000AB984AD09FCB3241F93C528EB10D5641,3
327,767,328,13253.8354050926,1232004.75330302,5781244.23354296,0101000020110F00007B77D8C084CC32412C5EF20EBF0D5641,3
328,767,329,13254.002025463,1231702.92163568,5781795.26422174,0101000020110F0000E050F0EB56CB32414D02E9D0480E5641,3
329,767,330,13254.8340740741,1231713.75302213,5781756.73375313,0101000020110F0000EE0EC6C061CB3241B0CFF52E3F0E5641,3
330,767,331,13255.1686574074,1231722.25783123,5781555.89399275,0101000020110F00003D3A01426ACB32415E2D37F90C0E5641,3
331,767,332,13255.3354513889,1231728.16889619,5781648.7884277,0101000020110F0000DCC73C2B70CB324175997532240E5641,3
332,767,333,13255.6686805556,1231693.5819303999,5781348.90445917,0101000020110F00000464F9944DCB3241B7A8E239D90D5641,3
333,767,334,13255.8353935185,1231711.88285469,5781719.00482925,0101000020110F0000D5C302E25FCB3241581F4FC0350E5641,3
334,767,335,13256.335162037,1232105.45291439,5781393.15477717,0101000020110F00008D32F273E9CC324181DEE749E40D5641,3
335,767,336,13257.0015162037,1231743.28608304,5781596.09043003,0101000020110F0000F5BC3C497FCB3241099BC905170E5641,3
336,767,337,13257.5013773148,1231656.42348438,5781312.42736202,0101000020110F0000EA78696C28CB32413BE6591BD00D5641,3
337,767,338,13257.8353935185,1232101.91295458,5782084.72892054,0101000020110F00003064B7E9E5CC324156A2A62E910E5641,0
338,767,339,13258.1684606481,1232080.99602226,5782103.03315223,0101000020110F00009950FBFED0CC3241882A1FC2950E5641,0
339,767,340,13258.3348611111,1232088.62140738,5782783.04130529,0101000020110F0000D78D149FD8CC3241F1BEA4C23F0F5641,0
340,767,341,13258.5021759259,1232061.7266183998,5782815.70942536,0101000020110F0000D8A903BABDCC3241A03967ED470F5641,0
341,767,342,13258.6680902778,1231226.83043745,5783097.22448529,0101000020110F0000798C97D47AC932418DF75D4E8E0F5641,0
342,767,343,13258.8346296296,1231099.90395405,5783213.555235599,0101000020110F00005A8869E7FBC83241E5FA8863AB0F5641,0
343,767,344,13259.0018865741,1229916.8894614999,5782522.69447661,0101000020110F0000B5BFB3E35CC43241064E72ACFE0E5641,0
344,767,345,13259.1674768519,1230578.49459112,5782953.09958384,0101000020110F00000D869D7EF2C63241E6945F466A0F5641,4
345,767,346,13259.3352893519,1231313.82661951,5783498.52954487,0101000020110F000012569DD3D1C932412B10E4A1F20F5641,0
346,767,347,13259.6676273148,1231119.47392053,5783192.60372552,0101000020110F000019DB52790FC932415D70A326A60F5641,0
347,767,348,13259.8344907407,1230484.77471183,5783003.51337753,0101000020110F0000B68353C694C632416D2DDBE0760F5641,4
348,767,349,13260.0006018519,1230448.32871054,5782912.59242857,0101000020110F0000BB5F265470C632418559EA25600F5641,0
349,767,350,13260.1673032407,1231061.7881603998,5783179.04217768,0101000020110F000045E1C4C9D5C83241030AB3C2A20F5641,0
350,767,351,13260.335,1231448.74584235,5783336.219546201,0101000020110F00003586EFBE58CA3241820B0D0ECA0F5641,0
351,767,352,13260.6686921296,1231263.77737645,5783002.27907773,0101000020110F00009D2402C79FC93241D768DC91760F5641,0
352,767,353,13260.8342939815,1230712.91287626,5782864.42329809,0101000020110F00003242B2E978C73241DF50171B540F5641,0
353,767,354,13261.0006365741,1230495.14968837,5782929.07097989,0101000020110F00001EFA51269FC632413DEF8A44640F5641,0
354,767,355,13261.1675578704,1230424.74011044,5782996.52435754,0101000020110F0000B7E077BD58C63241ED128F21750F5641,4
355,767,356,13261.3346643519,1230884.65658665,5783548.0006204005,0101000020110F00000D1016A824C83241262A0A00FF0F5641,4
356,767,357,13261.5017013889,1230768.41677437,5783387.91796394,0101000020110F0000A1B9B16AB0C73241D3EBBFFAD60F5641,4
357,767,358,13261.6679861111,1230538.20806741,5783530.04608278,0101000020110F0000E1E74335CAC632413005F382FA0F5641,4
358,767,359,13261.8349884259,1231326.51704146,5783113.99192107,0101000020110F000041D45C84DEC9324183A27B7F920F5641,0
359,767,360,13262.0013194444,1230462.02100791,5782846.35793795,0101000020110F00003EC660057EC632419374E8964F0F5641,0
360,767,361,13262.3346527778,1231362.17267436,5783407.25084507,0101000020110F00000963342C02CA32417BD80DD0DB0F5641,0
361,767,362,13262.8349768519,1230324.36332559,5782792.22619636,0101000020110F0000E7E7025DF4C532414C007A0E420F5641,0
362,767,363,13263.0006365741,1230332.52304427,5782804.31243751,0101000020110F0000B23AE685FCC53241E6F9FE13450F5641,0
363,767,364,13263.1678356481,1230341.27275624,5783187.02521397,0101000020110F00005B5AD34505C632410E1B9DC1A40F5641,4
364,767,365,13263.5016898148,1230547.46984904,5783482.13008855,0101000020110F0000D5064878D3C63241ED5E5388EE0F5641,4
365,767,366,13263.668287037,1230667.31641283,5783551.17472995,0101000020110F0000656E00514BC7324187C62ECBFF0F5641,4
366,767,367,13263.8346527778,1230071.18940768,5783032.73587634,0101000020110F00008F057D30F7C432411499182F7E0F5641,0
367,767,368,13264.0013773148,1230229.79741817,5783140.66599516,0101000020110F0000E19823CC95C532412AAA9F2A990F5641,0
368,767,369,13264.1682523148,1230455.80938032,5783244.31733594,0101000020110F0000748C33CF77C63241673B4F14B30F5641,4
369,767,370,13264.3351736111,1230547.3696615,5783521.02073519,0101000020110F0000D522A25ED3C63241B1B95341F80F5641,4
370,767,371,13264.6683217593,1230534.31188523,5783665.10677809,0101000020110F0000DFB5D74FC6C63241C573D5461C105641,4
371,767,372,13264.8345717593,1230109.59463201,5782906.38893519,0101000020110F0000ACCD39981DC532416C50E4985E0F5641,0
372,767,373,13265.0015162037,1230106.76711694,5782835.40973849,0101000020110F00009AC661C41AC53241CA2739DA4C0F5641,0
373,767,374,13265.1673032407,1230487.92505342,5783195.66549628,0101000020110F00000A4DD0EC97C63241B67D97EAA60F5641,4
374,767,375,13265.6685069444,1230609.87555558,5783492.8386255,0101000020110F0000166924E011C732414A0AAC35F10F5641,4
375,767,376,13267.002025463,1229742.90822933,5783009.86120781,0101000020110F0000A6B781E8AEC332415D071E77780F5641,0
376,767,377,13267.1675925926,1230529.36929984,5783242.57003296,0101000020110F00002F6F8A5EC1C63241866B7BA4B20F5641,4
377,767,378,13267.3352546296,1230745.38477172,5783559.86345986,0101000020110F00004266806299C7324125ED42F701105641,4
378,767,379,13267.6681134259,1230618.83677459,5783492.67831797,0101000020110F00000ADC36D61AC73241C68F692BF10F5641,4
379,767,380,13267.8350462963,1230278.84478581,5782649.82138111,0101000020110F000002E243D8C6C53241138291741E0F5641,0
380,767,381,13268.0019328704,1230968.30205204,5783213.74759859,0101000020110F00005148534D78C83241C2A7D86FAB0F5641,4
381,767,382,13268.5009606481,1231389.4904774,5783246.17685142,0101000020110F000048ED8F7D1DCA32419E88518BB30F5641,0
382,767,383,13268.6678472222,1231388.00992817,5783266.96818468,0101000020110F00000DA78A021CCA3241E0BCF6BDB80F5641,0
383,767,384,13268.8346527778,1230985.75694819,5783100.97551502,0101000020110F0000495BC7C189C832418DD66E3E8F0F5641,4
384,767,385,13269.0012615741,1230100.52209351,5782743.78522016,0101000020110F000097EBA78514C532410F0C41F2350F5641,0
385,767,386,13269.3350578704,1230767.16999607,5783522.72000065,0101000020110F0000C9DC842BAFC732419B7D14AEF80F5641,4
386,767,387,13269.5015162037,1230561.81893141,5783575.55770024,0101000020110F0000287DA5D1E1C63241595CB1E305105641,4
387,767,388,13269.6683912037,1230628.84439681,5783596.14140389,0101000020110F0000AC632AD824C73241E7C20C090B105641,4
388,767,389,13269.8344444444,1230086.08395555,5782756.60874865,0101000020110F0000661C7E1506C53241E6BCF526390F5641,0
389,767,390,13270.0014699074,1230130.34458509,5782948.57918773,0101000020110F00007CBA365832C532416A691125690F5641,0
390,767,391,13270.1679861111,1230655.83937333,5783260.39574561,0101000020110F0000A92BE1D63FC7324165E55319B70F5641,4
391,767,392,13270.5014236111,1230584.40565609,5783826.1242595,0101000020110F0000D813D967F8C632411EDEF38744105641,4
392,767,393,13270.6687847222,1230611.97949396,5783675.9277537,0101000020110F0000BD1DC0FA13C732410E5160FB1E105641,4
393,767,394,13270.8353935185,1230143.43575721,5782706.80547375,0101000020110F0000D6C88D6F3FC53241C6E18CB32C0F5641,0
394,767,395,13271.0005555556,1230383.91925317,5782880.00409968,0101000020110F0000FE2C54EB2FC632414E2B4300580F5641,4
395,767,396,13271.1675810185,1230942.15310365,5783121.59017679,0101000020110F000002CD31275EC83241DF74C565940F5641,4
396,767,397,13271.5021527778,1230516.85698907,5783561.75510329,0101000020110F0000BDA263DBB4C63241C09C537002105641,4
397,767,398,13271.6681597222,1230590.23879741,5783542.11729916,0101000020110F0000BAD3213DFEC6324156D48187FD0F5641,4
398,767,399,13271.8339699074,1230103.6279073,5782752.6975705,0101000020110F00006688BEA017C53241BDFEA42C380F5641,0
399,767,400,13272.0011689815,1230403.12186533,5782871.17176949,0101000020110F0000F790321F43C632417645FECA550F5641,4
400,767,401,13272.1688425926,1230588.03467149,5783300.82433827,0101000020110F0000143BE008FCC632414EF5C134C10F5641,4
401,767,402,13272.5019444444,1230551.86696893,5783522.15892239,0101000020110F000001ADF1DDD7C63241D1C82B8AF80F5641,4
402,767,403,13272.6672800926,1230601.1481075,5783498.44939105,0101000020110F0000855FEA2509C73241AED2C29CF20F5641,4
403,767,404,13272.8348726852,1230155.46939416,5782762.90831382,0101000020110F000036372A784BC532414AD021BA3A0F5641,0
404,767,405,13273.0016087963,1230144.04801441,5782657.21085881,0101000020110F000021AC4A0C40C53241F3B57E4D200F5641,0
405,767,406,13273.1687615741,1230503.06450416,5783462.36421523,0101000020110F00003A588310A7C63241654D4F97E90F5641,4
406,767,407,13273.6676388889,1231194.87061165,5783423.97077543,0101000020110F0000B467E0DE5AC93241452F21FEDF0F5641,4
407,767,408,13273.8338773148,1230883.75489878,5783030.31535851,0101000020110F0000E40B41C123C8324176D52E947D0F5641,4
408,767,409,13274.000625,1230391.86746481,5782850.46151253,0101000020110F00007D2C12DE37C63241DA6B899D500F5641,4
409,767,410,13274.5012152778,1230523.55842242,5783705.36087421,0101000020110F00008FC5F48EBBC632412490185726105641,4
410,767,411,13274.6680092593,1230532.48624558,5783560.15201561,0101000020110F000020977A7CC4C63241AE9FBA0902105641,4
411,767,412,13274.834525463,1230388.04920628,5783249.57527727,0101000020110F000063C8980C34C63241C157D164B40F5641,4
412,767,413,13275.0016435185,1230373.37729739,5783144.11247093,0101000020110F0000CF8F966025C6324146B932079A0F5641,4
413,767,414,13275.3353472222,1231024.30688786,5783376.68054579,0101000020110F0000EA33904EB0C83241EE0F8E2BD40F5641,4
414,767,415,13275.5016666667,1230946.88418201,5783348.16225468,0101000020110F000091C059E262C832417461620ACD0F5641,4
415,767,416,13275.8338194444,1230639.2750331,5782910.52459696,0101000020110F0000BA9168462FC7324121FF92A15F0F5641,4
416,767,417,13276.0009490741,1230443.80913921,5783092.96049616,0101000020110F00004DBF23CF6BC63241E3C4783D8D0F5641,4
417,767,418,13276.167662037,1230711.36553534,5783116.92542409,0101000020110F00005BB9935D77C73241F6253A3B930F5641,4
418,767,419,13276.3351736111,1230785.17035773,5783409.68749643,0101000020110F00006F909C2BC1C7324107F1FF6BDC0F5641,4
419,767,420,13276.5015162037,1231020.58881686,5783377.59428682,0101000020110F0000A5B3BC96ACC8324196CB0866D40F5641,4
420,767,421,13276.6687615741,1230600.07944039,5783462.05963196,0101000020110F00009534561408C732419102D183E90F5641,4
421,767,422,13276.8344675926,1230677.32403505,5782983.37988532,0101000020110F000007F6F35255C73241840A50D8710F5641,4
422,767,423,13277.0014351852,1230405.00316472,5783529.24454177,0101000020110F00003167CF0045C632418692A64FFA0F5641,4
423,767,424,13277.5019791667,1231034.92676728,5783362.46146506,0101000020110F0000D79E40EDBAC83241BFA4889DD00F5641,4
424,767,425,13277.6683333333,1231077.20590988,5783360.77826085,0101000020110F00008982B634E5C832419906CF31D00F5641,4
425,767,426,13278.6676273148,1231159.50440942,5783433.94183233,0101000020110F0000CBF9208137C932411CFB467CE20F5641,4
426,767,427,13278.8339467593,1230967.94582967,5783063.81794871,0101000020110F0000ACE421F277C832418C4559F4850F5641,4
427,767,428,13279.0021527778,1230562.87646657,5783258.35989352,0101000020110F0000F61C60E0E2C63241D57E0897B60F5641,4
428,767,429,13279.3346296296,1230507.16106143,5783583.04413521,0101000020110F000066523B29ABC632417D1CD3C207105641,4
429,767,430,13279.5013194444,1230759.92309722,5783691.49395068,0101000020110F0000731950ECA7C7324150E39CDF22105641,4
430,767,431,13279.834525463,1230815.48265507,5782967.44624634,0101000020110F00005D488F7BDFC73241CF4C8FDC6D0F5641,4
431,767,432,13280.0006134259,1230647.41248788,5783071.20777153,0101000020110F000043CE986937C73241F6204CCD870F5641,4
432,767,433,13280.1679976852,1230729.55514013,5783208.15304349,0101000020110F0000DFA91D8E89C73241EC76CB09AA0F5641,4
433,767,434,13280.501099537,1230446.83702937,5783748.116022401,0101000020110F00008A8E47D66EC6324138E96C0731105641,4
434,767,435,13280.6687615741,1230507.65086719,5783618.69696583,0101000020110F00006F3B9FA6ABC6324192169BAC10105641,4
435,767,436,13280.834849537,1230534.28962133,5782869.69704371,0101000020110F00009D9F244AC6C63241395D9C6C550F5641,4
436,767,437,13281.0009722222,1230487.5131713,5782925.30399318,0101000020110F0000BF315F8397C63241D09F7453630F5641,4
437,767,438,13281.1687847222,1230473.15295699,5783459.22219888,0101000020110F00007630282789C63241A78138CEE80F5641,4
438,767,439,13281.3346412037,1230583.93811423,5783716.80711414,0101000020110F0000124128F0F7C6324111C2A73329105641,4
439,767,440,13281.5017939815,1230655.17145638,5783385.93017425,0101000020110F0000B990E42B3FC7324194F9877BD60F5641,4
440,767,441,13281.8338888889,1230599.45605124,5782897.89320194,0101000020110F000029C6BF7407C7324178382A795C0F5641,4
441,767,442,13282.0009722222,1230405.21467176,5782830.82528417,0101000020110F00007DBAF43645C63241B274D1B44B0F5641,4
442,767,443,13282.1675,1230998.62548133,5783212.75372321,0101000020110F0000618B1FA096C8324146003D30AB0F5641,4
443,767,444,13282.3351041667,1231098.08944635,5783402.84243148,0101000020110F0000BCF4E516FAC83241BA65EAB5DA0F5641,4
444,767,445,13282.50125,1231117.94884351,5783365.58741659,0101000020110F00008468E7F20DC93241C13B9865D10F5641,4
445,767,446,13282.6681481481,1231358.72177015,5783432.37082905,0101000020110F0000B5EDC5B8FEC93241C5A9BB17E20F5641,0
446,767,447,13284.0008449074,1230335.8181011998,5783128.77165654,0101000020110F00008A146FD1FFC532411DD26231960F5641,4
447,767,448,13284.1675694444,1230664.57795336,5783101.16787555,0101000020110F00005CC0F49348C732411779BE4A8F0F5641,4
448,767,449,13284.5007060185,1230969.55996228,5783538.0775277,0101000020110F000020B0598F79C83241BE36F684FC0F5641,4
449,767,450,13285.0008449074,1230654.85976181,5782936.65304735,0101000020110F0000985919DC3EC732411D87CB29660F5641,4
450,767,451,13285.1686689815,1230715.37303701,5783314.4181333,0101000020110F00007E5A7F5F7BC732412CB2C29AC40F5641,4
451,767,452,13285.8342939815,1230450.75547544,5783088.80871925,0101000020110F0000A4D666C172C63241630EC2338C0F5641,4
452,767,453,13286.0013078704,1230106.57787381,5783015.61593666,0101000020110F0000BB89EF931AC5324199816BE7790F5641,0
453,767,454,13287.0013194444,1230076.02067358,5782560.33064671,0101000020110F00001EDD4A05FCC43241D1502915080F5641,0
454,767,455,13287.1676388889,1230385.22169121,5782780.25217794,0101000020110F000051C1C03831C63241F1AE23103F0F5641,4
455,767,456,13289.8342939815,1230734.59791307,5783151.26190865,0101000020110F0000BAD410998EC73241801CC3D09B0F5641,4
