gid,animal,id,time,x,y,geom,label
111,767,112,2006-01-15 00:02:36,1231481.57396019,5782035.60260115,0101000020110F0000150EEF9279CA32416A0491E6840E5641,1
112,767,113,2006-01-15 06:01:48,1231568.41429495,5782035.24998255,0101000020110F0000DD3B0F6AD0CA3241CFB6FFCF840E5641,1
113,767,114,2006-01-15 12:01:32,1231732.2765853999,5782082.83759228,0101000020110F0000FF4CCE4674CB3241A61C9BB5900E5641,1
114,767,115,2006-01-15 18:01:51,1231811.62511844,5782140.50725758,0101000020110F000018C307A0C3CB32417FE876209F0E5641,1
115,767,116,2006-01-16 00:01:52,1231625.22063111,5781984.12043393,0101000020110F0000CA477B3809CB32418430B507780E5641,1
116,767,117,2006-01-16 12:01:26,1231752.67031611,5782060.20579723,0101000020110F00002AD699AB88CB324125C82B0D8B0E5641,1
117,767,118,2006-01-20 06:03:01,1231610.71570146,5781971.20185484,0101000020110F0000FC3538B7FACA32419030EBCC740E5641,1
118,767,119,2006-01-20 12:02:47,1231669.31428141,5781981.684174401,0101000020110F00001ABF745035CB32416D83C96B770E5641,1
119,767,120,2006-01-20 18:01:52,1231781.91394635,5782115.487103799,0101000020110F00005463F8E9A5CB32416AB52CDF980E5641,1
120,767,121,2006-01-21 00:01:53,1231594.07343758,5781975.60955651,0101000020110F000024CECC12EACA32414FF902E7750E5641,1
121,767,122,2006-01-21 18:02:25,1231567.82430165,5781988.44800186,0101000020110F0000D56E05D3CFCA3241FE0FAC1C790E5641,1
122,767,123,2006-01-22 00:01:52,1231606.97536657,5781993.43272161,0101000020110F0000A09FB1F9F6CA3241FBB5B15B7A0E5641,1
123,767,124,2006-01-22 06:03:06,1231295.33645209,5781879.81065801,0101000020110F000063B92156BFC9324122D2E1F35D0E5641,1
124,767,125,2006-01-22 18:02:45,1231628.44889634,5781430.40150361,0101000020110F0000DCDEEA720CCB3241333CB299ED0D5641,1
125,767,126,2006-01-23 06:03:09,1231829.97057052,5781786.78558096,0101000020110F0000424F77F8D5CB32415DF546B2460E5641,1
126,767,127,2006-01-23 12:01:23,1231643.71079853,5781964.6624324005,0101000020110F000078E4F6B51BCB3241DE4A652A730E5641,1
127,767,128,2006-01-24 00:01:50,1231606.79725538,5781971.53844289,0101000020110F0000B8ED18CCF6CA32412BD975E2740E5641,1
128,767,129,2006-01-24 12:01:47,1231460.49004863,5782008.43498188,0101000020110F0000B7D3737D64CA32413DBED61B7E0E5641,1
129,767,130,2006-01-24 18:02:25,1231569.27145503,5782002.98543996,0101000020110F0000AC137E45D1CA3241C47211BF7C0E5641,1
130,767,131,2006-01-25 00:01:48,1231610.53759027,5781961.32861105,0101000020110F000014849F89FACA3241A4F60755720E5641,1
131,767,132,2006-01-25 06:01:47,1231596.61152197,5781975.20885627,0101000020110F00002EB48C9CECCA3241B0E65DCD750E5641,1
132,767,133,2006-01-25 12:02:29,1231359.53440243,5781903.80436225,0101000020110F00000099CE88FFC93241CDAB7AF3630E5641,1
133,767,134,2006-01-25 18:01:51,1231445.72908415,5781470.77366997,0101000020110F00004442A5BA55CA32410DCF83B1F70D5641,1
134,767,135,2006-01-26 06:02:19,1231598.10320315,5781494.76626721,0101000020110F00008A856B1AEECA3241A0850AB1FD0D5641,1
135,767,136,2006-01-26 12:00:48,1231453.52144851,5781484.14027926,0101000020110F000049A67D855DCA3241DD55FA08FB0D5641,1
136,767,137,2006-01-27 06:01:42,1231466.00036342,5781480.75855726,0101000020110F00002DD117006ACA3241C0338C30FA0D5641,1
137,767,138,2006-01-27 12:01:17,1231811.26889607,5781373.61793805,0101000020110F0000735FD644C3CB3241094C8C67DF0D5641,1
138,767,139,2006-01-27 18:01:40,1232007.95930435,5781553.77839584,0101000020110F00004AF894F587CC3241C93CD1710C0E5641,1
139,767,140,2006-01-28 12:03:08,1232233.57051634,5781597.85343583,0101000020110F0000DE5B0D9269CD324151B19E76170E5641,1
140,767,141,2006-01-28 18:01:54,1232086.07219104,5781705.28526037,0101000020110F0000AC1C7B12D6CC3241B6B44152320E5641,1
141,767,142,2006-01-29 06:02:52,1232146.70791768,5781695.71683531,0101000020110F0000D4173AB512CD324135A1E0ED2F0E5641,1
142,767,143,2006-01-29 12:01:53,1232049.73750925,5781647.8267826,0101000020110F0000FD67CDBCB1CC32419101EAF4230E5641,1
143,767,144,2006-01-29 18:01:57,1232136.53331622,5781649.31733255,0101000020110F00006B69878808CD32412F2D4F54240E5641,1
144,767,145,2006-01-30 00:03:03,1231993.98870826,5782034.86530773,0101000020110F00000AFC1BFD79CC3241AC3361B7840E5641,1
145,767,146,2006-01-30 06:00:48,1231996.34868146,5782054.62799825,0101000020110F00002B3043597CCC3241921F31A8890E5641,1
