animal,id,time,x,y
767,616,2006-07-04 12:02:12,1230595.64892466,5783206.90268496
767,617,2006-07-04 16:02:32,1230673.00483881,5783261.30947465
767,618,2006-07-04 20:01:35,1230399.50398188,5782854.22846743
767,619,2006-07-05 00:01:41,1230379.21043871,5782851.9682943
767,620,2006-07-06 08:01:27,1230507.73992278,5782873.78459946
767,621,2006-07-06 12:02:24,1230485.47602462,5782826.64157094
767,622,2006-07-06 16:02:56,1230475.02312443,5782835.28150198
767,623,2006-07-06 20:00:53,1229868.99981655,5782705.71547923
767,624,2006-07-07 04:01:23,1230367.56641997,5782775.73186998
767,625,2006-07-07 08:01:54,1230516.30039162,5782805.65891633
767,626,2006-07-07 20:01:49,1230148.89041226,5782940.56430667
767,627,2006-07-08 00:00:53,1230109.21614574,5782558.37510072
767,628,2006-07-08 04:01:42,1230251.96112878,5782886.14345598
767,629,2006-07-09 20:01:48,1229954.59337303,5782623.61363026
767,630,2006-07-10 00:00:54,1230276.89669472,5782846.64647047
767,631,2006-07-10 08:03:11,1230492.01047873,5782822.3135938
767,632,2006-07-10 12:02:19,1230486.08828182,5782811.07689267
767,633,2006-07-10 20:01:54,1230415.40040516,5782889.52571413
767,634,2006-07-11 00:02:54,1230351.72565643,5782901.90062227
767,635,2006-07-11 04:01:38,1230801.81262161,5783105.06317742
767,636,2006-07-11 12:01:48,1230609.24103448,5783227.90231966
767,637,2006-07-11 20:01:49,1230405.3593871,5782861.0250199
767,638,2006-07-12 00:01:42,1230375.1027495,5782773.32745178
767,639,2006-07-12 04:03:06,1230184.71302439,5782755.55080685
767,640,2006-07-12 08:02:41,1230593.66743772,5783195.61740563
767,641,2006-07-12 12:02:26,1230690.12577649,5783349.18820623
